City,2021-03-26 10:06 UTC,2021-03-26 10:23 UTC,2021-03-26 10:27 UTC,2021-03-26 10:47 UTC,2021-03-26 12:25 UTC,2021-03-26 12:36 UTC,2021-03-26 12:47 UTC,2021-03-26 12:58 UTC,2021-03-26 13:10 UTC,2021-03-26 13:21 UTC,2021-03-26 13:32 UTC,2021-03-26 13:43 UTC,2021-03-26 13:54 UTC,2021-03-26 14:05 UTC,2021-03-26 14:16 UTC,2021-03-26 14:27 UTC,2021-03-26 14:38 UTC,2021-03-26 14:49 UTC,2021-03-26 15:00 UTC,2021-03-26 15:11 UTC,2021-03-26 15:22 UTC,2021-03-26 15:33 UTC,2021-03-26 15:44 UTC,2021-03-26 15:56 UTC,2021-03-26 16:07 UTC,2021-03-26 16:18 UTC,2021-03-26 16:29 UTC,2021-03-26 16:40 UTC,2021-03-26 16:51 UTC,2021-03-26 17:02 UTC,2021-03-26 17:13 UTC,2021-03-26 17:24 UTC,2021-03-26 17:35 UTC,2021-03-26 17:46 UTC,2021-03-26 17:57 UTC,2021-03-26 18:08 UTC,2021-03-26 18:19 UTC,2021-03-26 18:30 UTC,2021-03-26 18:41 UTC,2021-03-26 18:52 UTC,2021-03-26 19:03 UTC,2021-03-26 19:14 UTC,2021-03-26 19:36 UTC,2021-03-26 19:47 UTC,2021-03-26 19:58 UTC,2021-03-26 20:09 UTC,2021-03-26 20:19 UTC
Long Island City,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lynbrook,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mamaroneck,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manorville,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Margaretville,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mattituck,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Medford,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Middletown,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Millerton,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mineola,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Monroe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mount Vernon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New City,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
New Hartford,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
